Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url,Original_Language_num,Genre_num
4/17/1902 0:00,A Trip to the Moon,professor barbenfouillis colleagues academy astronomy travel moon rocket propelled giant cannon lunar surface bold explorers face perils hidden caves mysterious planet ,18.356,1284,8,fr,Adventure Fantasy Science Fiction,https://image.tmdb.org/t/p/original/9o0v5LLFk51nyTBHZSre6OB37n2.jpg,14,0.325532839
2/27/1920 0:00,The Cabinet of Dr. Caligari,francis young recalls memory horrible experiences fiancã jane recently went francis friend alan visit cabinet caligari exhibit mysterious doctor shows somnambulist cesare awakens moments death sleep ,17.858,1075,8,de,Drama Horror Thriller Crime,https://image.tmdb.org/t/p/original/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,6,0.302143532
1/1/1921 0:00,The Phantom Carriage,year drunkards evoke legend legend tells person year great sinner drive year phantom chariot picks souls dead ,15.371,213,7.9,sv,Drama Fantasy Horror,https://image.tmdb.org/t/p/original/yGNekNFaI4SeyDO8C0BkRXM6Byu.jpg,35,0.221297202
1/21/1921 0:00,The Kid,tramp cares abandoned newborn mother mother change heart aches reunited ,14.338,1528,8.2,en,Comedy Drama,https://image.tmdb.org/t/p/original/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,8,0.186251123
2/16/1922 0:00,Nosferatu,vampire count orlok interested residence estate agentâ young wife murnauâ unauthorized adaptation bram stokerâ œdracula ,28.638,1406,7.7,de,Fantasy Horror,https://image.tmdb.org/t/p/original/zx24O7VAs6NbJhiIrUhWysAiHS0.jpg,6,0.129362132
9/18/1922 0:00,HÃ¤xan,grave robbing torture possessed nuns satanic sabbath benjamin christensen legendary film uses series dramatic vignettes explore scientific hypothesis witches middle ages suffered hysteria turn century psychiatric patients film serious instead witches brew scary gross darkly humorous ,15.164,241,7.6,sv,Documentary Horror History,https://image.tmdb.org/t/p/original/As8MXPHo1zJHyiQV4iWr9uk7tDg.jpg,35,0.223550896
12/24/1925 0:00,Battleship Potemkin,dramatized account great russian naval mutiny resultant demonstration showing support brought police massacre film incredible impact development cinema masterful example montage editing ,18.663,840,7.7,ru,Drama History,https://image.tmdb.org/t/p/original/tjnaRiHUsxBADaOwrQpnTnjHVwi.jpg,33,0.173344781
10/13/1926 0:00,Faust,satan earth settle things wager soul faust learned prayerful alchemist ,13.514,242,7.9,de,Drama Fantasy Horror,https://image.tmdb.org/t/p/original/wyqcaa9Cbj1G0mCD8uesGpJWFfP.jpg,6,0.221297202
12/25/1926 0:00,The General,americaâ civil union spies steal engineer johnnie gray beloved locomotive general johnnie lady love attached boxcarâ single handedly power general rescue annabelle ,15.388,846,8.1,en,Action Adventure Comedy Drama War,https://image.tmdb.org/t/p/original/dd2cviAare1rUoMiDmG2NuvFQEE.jpg,8,0.410227472
2/6/1927 0:00,Metropolis,futuristic city sharply divided working class city planners city mastermind falls love working class prophet predicts coming savior mediate differences ,18.847,1999,8.2,de,Drama Science Fiction,https://image.tmdb.org/t/p/original/pxbGZewX327IbTvrCVRJgcLJTSQ.jpg,6,0.241110608
8/12/1927 0:00,Wings,young rich middle class love woman become corps fighter pilots eventually heroic flying aces world devoted friends mutual love girl eventually threatens bond meanwhile hometown girl lovestruck lifelong door neighbor pines ,13.756,182,7.2,en,Drama Action War Romance,https://image.tmdb.org/t/p/original/zT0GvVwLtPS6LaNz4mrb25XHOe3.jpg,8,0.327115965
6/5/1929 0:00,Un Chien Andalou,chien andalou european avant garde surrealist film collaboration director luis salvador dali ,16.172,964,7.5,fr,Fantasy Horror,https://image.tmdb.org/t/p/original/obvE7ElAvCUhKtWFwDSvNbPw9PV.jpg,14,0.129362132
4/29/1930 0:00,All Quiet on the Western Front,young soldier faces profound disillusionment soul destroying horror world young german soldiers experiences horrors evil conceived signing fight eventually become tormented confused purpose ,14.515,515,7.8,en,Drama War,https://image.tmdb.org/t/p/original/yAU6jklJLUjZot3WyvyJrxVdLKb.jpg,8,0.173678155
2/1/1931 0:00,City Lights,sound silent film tramp falls love beautiful blind flower seller ,16.904,1584,8.4,en,Comedy Drama Romance,https://image.tmdb.org/t/p/original/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,8,0.292069886
2/12/1931 0:00,Dracula,british estate agent renfield travels transylvania meet mysterious count dracula interested leasing castle london unbeknownst renfield vampire dracula enslaves renfield drives insanity pair sail london dracula begins preying london socialites become subject study supernaturalist professor abraham helsing ,20.24,840,7.2,en,Horror Drama Fantasy,https://image.tmdb.org/t/p/original/iNPQvRyHsJO7ISrsl1fxS0ITWFU.jpg,8,0.221297202
5/11/1931 0:00,M,classic german thriller hans beckert serial killer preys children becomes focus massive berlin police manhunt beckert heinous crimes repellant disruptive city life targeted others seedy underworld network cops criminals pursuit murderer realizes people trail sending tense panicked attempt escape justice ,16.691,1549,8.1,de,Drama Action Thriller Crime,https://image.tmdb.org/t/p/original/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg,6,0.302143532
11/21/1931 0:00,Frankenstein,henry frankenstein attempts create life assembling creature body parts deceased aided loyal misshapen assistant fritz frankenstein succeeds animating monster confused traumatized escapes countryside begins wreak havoc frankenstein searches elusive eventually confront tormented creation ,18.702,1110,7.5,en,Drama Horror Science Fiction,https://image.tmdb.org/t/p/original/gKaSFyd6HMTkXqU3UVVNWhVUiiO.jpg,8,0.288729656
12/24/1931 0:00,Dr. Jekyll and Mr. Hyde,henry jekyll believes distinct sides good evil side believes separating become liberated succeeds experiments chemicals accomplish transforms hyde commit horrendous crimes discontinues drug late ,16.146,190,7.3,en,Horror Science Fiction,https://image.tmdb.org/t/p/original/1Cci83lFKr4DHAcnbRjDCsx82Rv.jpg,8,0.196794586
1/1/1932 0:00,The Mummy,ancient egyptian priest named imhotep revived archaeological expedition finds mummy archaeologists accidentally reads ancient life giving spell imhotep escapes field site searches reincarnation soul lover ,14.789,416,6.9,en,Horror,https://image.tmdb.org/t/p/original/vSKpbZVvzqQcw6htiyEinbCY9vq.jpg,8,0.047619048
2/12/1932 0:00,Freaks,circus beautiful trapeze artist agrees marry leader side show performers deformed friends discover marrying inheritance ,17.649,853,7.8,en,Drama Horror,https://image.tmdb.org/t/p/original/j2dwljljOrLTcnwfKeUBBeNB8t7.jpg,8,0.139554118
4/2/1932 0:00,Tarzan the Ape Man,james parker harry holt expedition africa search elephant burial grounds provide ivory make rich parker beautiful daughter jane arrives unexpectedly join jane terrified tarzan friends abduct returns father expedition thoughts leaving tarzan ,13.459,145,6.8,en,Action Adventure,https://image.tmdb.org/t/p/original/sqtdNAktAI3p1iXmaEooaHjMmWd.jpg,8,0.142233264
4/9/1932 0:00,Scarface,murderous thug shoots mobs trying protect sister criminal life ,24.539,416,7.5,en,Action Crime Drama Thriller,https://image.tmdb.org/t/p/original/zH6q4rZEwGTDBEPdGiFUkRybiJX.jpg,8,0.302143532
5/6/1932 0:00,Vampyr,traveler allan gray arrives village courtempierre takes lodgings gray great interest supernatural particularly vampires barely settled feels sinister force descending night enters room tell daughters leone bitten vampire order break curse gray leone sister gisele find original vampire drive stake heart ,14.015,344,7.5,de,Horror Fantasy,https://image.tmdb.org/t/p/original/m7BKgeW06cgW5512wukfGhLsWGL.jpg,6,0.129362132
3/15/1933 0:00,King Kong,adventurous filmmaker carl denham sets produce motion picture world seen leading lady darrow mate jack driscoll arrive island discover legendary creature said beast denham captures monster displayed broadway kong eighth wonder world ,24.991,1059,7.6,en,Adventure Horror Science Fiction,https://image.tmdb.org/t/p/original/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg,8,0.291408802
5/27/1933 0:00,Three Little Pigs,pigs building houses sticks scoff brother building brick house wolf comes blows houses trickery dressing foundling sheep fails brother house sing classic song afraid wolf ,13.615,287,6.8,en,Music Animation Comedy Family,https://image.tmdb.org/t/p/original/aPmSY3y4A2xMSkF24tdIfDQNKJy.jpg,8,0.362042537
11/3/1933 0:00,The Invisible Man,working cranleyâ laboratory scientist jack griffin given latitude conduct experiments sudden departure cranleyâ daughter flora worried griffin taken room nearby lionâ head hoping reverse experiment conducted made invisible experimental drug warped mind making aggressive dangerous prepared takes restore appearance ,17.118,556,7.5,en,Horror Science Fiction,https://image.tmdb.org/t/p/original/a8WoUk92OLHnU5sODmdGaOi5iaH.jpg,8,0.196794586
12/18/1933 0:00,Alice in Wonderland,victorian england bored young girl dreams entered fantasy world called wonderland populated fantastic characters ,13.627,34,6.2,en,Adventure Family Fantasy,https://image.tmdb.org/t/p/original/fJpgXzFpYSmtIs6GB0zLMOAkOu.jpg,8,0.271102715
4/20/1935 0:00,The Bride of Frankenstein,recovering injuries sustained attack creation frankenstein falls control former mentor pretorius insists chastened doctor resume experiments creating life meanwhile monster remains wish destroy understanding intentions generally good lack socialization self control ,18.556,658,7.6,en,Drama Horror Science Fiction,https://image.tmdb.org/t/p/original/5241zUwe7rC17MNc2QpCBKKdp1N.jpg,8,0.288729656
11/22/1935 0:00,Mutiny on the Bounty,fletcher christian successfully leads revolt ruthless captain bligh bounty bligh returns year hell bent avenging captors ,14.098,224,7.4,en,Adventure Drama History,https://image.tmdb.org/t/p/original/707cs9HLURV2v2rBdLuV53wdqZq.jpg,8,0.267958998
12/26/1935 0:00,Captain Blood,peter blood unjustly convicted treason exiled england becomes notorious pirate ,13.391,159,7.3,en,Adventure Action History Romance,https://image.tmdb.org/t/p/original/iuYA1w7iIk1XKiwbCIFFKVQlLOt.jpg,8,0.329461738
2/11/1936 0:00,Modern Times,tramp struggles live modern industrial society help young homeless woman ,16.737,2866,8.3,en,Comedy Drama,https://image.tmdb.org/t/p/original/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,8,0.186251123
5/11/1936 0:00,Dracula's Daughter,countess transylvania seeks psychiatristâ help cure vampiric cravings ,18.491,101,6.2,en,Drama Fantasy Horror,https://image.tmdb.org/t/p/original/3hvvuT3lTBhx8jrC73GYiku65Ub.jpg,8,0.221297202
3/3/1937 0:00,Lost Horizon,british diplomat robert conway group civilians crash land himalayas rescued people mysterious eden valley shangri protected mountains world clouds world gathering shangri provides seductive escape world weary conway ,13.451,140,7.1,en,Adventure Fantasy Drama Mystery,https://image.tmdb.org/t/p/original/aoXlp2ywUZ31qZO4RLSNUAK6A0l.jpg,8,0.315911419
12/21/1937 0:00,Snow White and the Seven Dwarfs,beautiful girl snow white takes refuge forest house seven dwarfs hide stepmother wicked queen queen jealous wants known fairest land snow white beauty surpasses ,103.38,6091,7.1,en,Fantasy Animation Family,https://image.tmdb.org/t/p/original/1P9eGGlT7eV7kAAvvSh9jfygr1C.jpg,8,0.258231583
5/6/1938 0:00,Mickey's Trailer,goofy driver seat mickey kitchen donald mickey tech house trailer goofy comes breakfast leaving autopilot takes dangerous closed mountain road goofy realizes accidentally unhooks trailer sending perilous route come disaster times oblivious goofy drives hooks ,15.518,111,7.3,en,Animation Comedy,https://image.tmdb.org/t/p/original/j0m2dKc8hLJ0sitXhTjonwJmTAF.jpg,8,0.176059137
5/13/1938 0:00,The Adventures of Robin Hood,robin hood fights nobly justice evil gisbourne striving hand beautiful maid marian ,19.74,526,7.5,en,Adventure Action Romance,https://image.tmdb.org/t/p/original/c7LX3GMf9uXQTgVm3uxpm7E6Woc.jpg,8,0.248052027
10/7/1938 0:00,The Lady Vanishes,train headed england group travelers delayed avalanche holed hotel fictional european country young iris befriends elderly miss froy train resumes iris suffers bout unconsciousness wakes find woman disappeared passengers ominously deny miss froy existed iris begins investigate traveler pair sleuth romantic sparks ,13.726,646,7.5,en,Mystery Thriller,https://image.tmdb.org/t/p/original/c1t9LB76LvEARPanfEzXmkm7fwY.jpg,8,0.129097763
11/23/1938 0:00,Ferdinand the Bull,oscar winning tells bull preferred trees smell flowers clashing horns fellow animals luck untimely reveals ferdinand ferocious side pained howls wild stomping lands bull fighting arena characters based walt animators matador reportedly modeled walt ,17.096,116,6.5,en,Animation Comedy Family,https://image.tmdb.org/t/p/original/b39Ydh8pmHjRyUUURLoVOdNxz5m.jpg,8,0.270804552
11/26/1938 0:00,Angels with Dirty Faces,york boys rocky sullivan jerry connelly friends time thieves robbery rocky arrested sent reformatory school begins criminal career jerry escapes becomes priest years prison rocky released demands return deposited solicitor prior jail term ,14.973,217,7.7,en,Crime Drama Thriller,https://image.tmdb.org/t/p/original/wOZtIdDU6nntxTJHUD31ZPupj2W.jpg,8,0.254524484
3/3/1939 0:00,Stagecoach,group people traveling stagecoach find journey complicated threat geronimo learn process ,15.578,808,7.7,en,Western Adventure Action,https://image.tmdb.org/t/p/original/b4RUzWOalyPbUu66TT147b5iR0M.jpg,8,0.236879102
4/7/1939 0:00,Wuthering Heights,earnshaws yorkshire farmers century earnshaw returns trip city bringing ragged called heathcliff earnshaw hindley resents child heathcliff becomes companion soulmate hindley sister catherine parents cathy heathcliff grow wild free moors continued enmity hindley heathcliff happy cathy meets edgar linton wealthy neighbor ,16.08,189,7.3,en,Drama Romance,https://image.tmdb.org/t/p/original/tA3ZaItWqhoruqhvbnJM4WWrHfF.jpg,8,0.197753833
8/15/1939 0:00,The Wizard of Oz,young dorothy finds magical world makes friends lion scarecrow make yellow brick road talk wizard things miss lives wicked witch west thing stop ,56.211,4454,7.6,en,Adventure Fantasy Family,https://image.tmdb.org/t/p/original/bSA6DbAC5gdkaooU164lQUX6rVs.jpg,8,0.271102715
10/19/1939 0:00,Mr. Smith Goes to Washington,naive idealistic jefferson smith leader rangers appointed united states senate puppet governor state discovers going washington shortcomings political process earnest goal national boys camp leads conflict state political boss ,18.35,767,8,en,Comedy Drama,https://image.tmdb.org/t/p/original/994cgAiauYUkkwsikMOjnvaLhxk.jpg,8,0.186251123
11/3/1939 0:00,The Flying Deuces,ollie love woman discovers married tries kill course suicide avoided boys join foreign legion troubles finally arrested trying desert legion escape firing squad stealing plane ,14.563,108,6.4,en,Comedy War,https://image.tmdb.org/t/p/original/zkMXdKlfcN34YgBvd7AAnixonW6.jpg,8,0.176059137
12/15/1939 0:00,Gone with the Wind,spoiled daughter plantation owner forced means disposal claw poverty william sherman destructive march civil ,28.462,3211,8,en,Drama War Romance,https://image.tmdb.org/t/p/original/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,8,0.279496917
2/23/1940 0:00,Pinocchio,lonely toymaker geppetto wishes answered blue fairy arrives bring wooden puppet pinocchio life becoming pinocchio prove worthy sets adventure whistling sidekick conscience jiminy cricket ,89.003,4770,7.1,en,Animation Family,https://image.tmdb.org/t/p/original/ynkEEi296ofs9kCfRWcaWxOWN1n.jpg,8,0.176488499
3/15/1940 0:00,The Grapes of Wrath,joad returns jail sentence find family kicked farm foreclosure catches uncleâ farm joins head california life hopefully ,14.192,700,7.9,en,Drama,https://image.tmdb.org/t/p/original/lEXYbyFKddwryyUJFqspfE132Qv.jpg,8,0.09193507
3/23/1940 0:00,Rebecca,story young woman marries fascinating widower find live shadow former wife rebecca died mysteriously years earlier young wife come grips terrible secret handsome cold husband winter deal jealous obsessed danvers housekeeper accept mistress house ,14.15,1255,7.9,en,Mystery Drama Thriller Romance,https://image.tmdb.org/t/p/original/3Gla0nxHboX3nxQzaU4SoqOtTjh.jpg,8,0.326851596
10/15/1940 0:00,The Great Dictator,dictator adenoid hynkel tries expand empire poor jewish barber tries avoid persecution hynkel regime ,23.169,2531,8.4,en,Comedy War,https://image.tmdb.org/t/p/original/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,8,0.176059137
11/13/1940 0:00,Fantasia,walt disney timeless masterpiece extravaganza sight sound music come life hear pictures burst song experience excitement fantasia ,58.044,2417,7.4,en,Animation Family,https://image.tmdb.org/t/p/original/6iegw3XEVXqKls8uvkcFJjWlcjd.jpg,8,0.176488499
12/25/1940 0:00,The Thief of Bagdad,prince ahmad blinded cast bagdad nefarious jaffar joins forces scrappy thief royal place heart beautiful princess ,16.724,186,7.2,en,Action Adventure Family Fantasy,https://image.tmdb.org/t/p/original/q7TnipIWeWHAk98C6v6mK3c8oKD.jpg,8,0.318721763
1/23/1941 0:00,High Sierra,given pardon jail earle gets swing things robs swanky resort ,14.492,224,7.1,en,Action Adventure Crime Drama Thriller,https://image.tmdb.org/t/p/original/cx2kMGTC92s4rIUWv2KTIJ5WBoh.jpg,8,0.396757749
4/17/1941 0:00,Citizen Kane,newspaper magnate charles foster kane taken mother made ward rich industrialist result meaning tyrannical self destructive move makes rest life appears reaction deeply wounding event ,25.089,4314,8,en,Mystery Drama,https://image.tmdb.org/t/p/original/1RodLEV25rM3WDsiRZqFhyxuRj9.jpg,8,0.139554118
6/19/1941 0:00,The Reluctant Dragon,humorist robert benchley attempts find walt disney adapt story gentle dragon recite poetry ferocious given tour walt disney studios learns animation process ,15.113,99,6.6,en,Fantasy Animation Family Comedy,https://image.tmdb.org/t/p/original/gu9oRfx2C1ZtwP96O0UghEMXSF4.jpg,8,0.352547636
10/18/1941 0:00,The Maltese Falcon,private detective takes case involves eccentric criminals beautiful liar quest priceless statuette ,18.893,1223,7.8,en,Mystery Crime Thriller,https://image.tmdb.org/t/p/original/wcGLnRsuKyCYg3WLXQqIuB0lsJB.jpg,8,0.210208462
10/31/1941 0:00,Dumbo,dumbo baby elephant born sized ears supreme lack confidence thanks diminutive buddy timothy mouse pint sized pachyderm learns surmount obstacles ,79.22,4074,7,en,Animation Family,https://image.tmdb.org/t/p/original/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg,8,0.176488499
11/14/1941 0:00,Suspicion,wealthy sheltered lina mclaidlaw swept feet charming johnnie aysgarth warned johnnie fortune hunter lina marries anyway remains loyal irresponsible husband plows disreputable business scheme gradually lina comes conclusion johnnie intends kill order collect inheritance suspicion seems confirmed johnnie business partner dies mysterious circumstances ,13.69,553,7.1,en,Mystery Romance Thriller,https://image.tmdb.org/t/p/original/clWNlzlbyaEoIK63lcFjqBmXoQz.jpg,8,0.234916526
3/26/1942 0:00,Reap the Wild Wind,florida keys implacable hurricanes caribbean scream salvagers west intrepid beautiful loxi claiborne crew reap frail schooners harvest wild wind facing shark teeth reefs rescue sailors cargo shipwrecks caused scavengers ,13.694,37,6.6,en,Adventure Drama Romance,https://image.tmdb.org/t/p/original/hwlxeQKtGjUjixGPkCUVRslJkcv.jpg,8,0.292368049
8/14/1942 0:00,Bambi,bambi tale unfolds season season young prince forest learns life love friends ,79.611,4638,7,en,Animation Drama Family,https://image.tmdb.org/t/p/original/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,8,0.268423569
8/24/1942 0:00,Saludos Amigos,live action segments show members disney staff touring south america recording impressions sketches segue animated sections lake titicaca depicts tourist donald duck troubles stubborn llama aquarela brasil jose carioca shows donald sights sound janeiro ,28.797,315,5.9,en,Animation Family Adventure,https://image.tmdb.org/t/p/original/jiNSrKpgKdLXEUasOvNaCBgEner.jpg,8,0.271102715
11/26/1942 0:00,Casablanca,casablanca morocco december cynical expatriate meets former lover unforeseen complications ,23.976,4138,8.2,en,Drama Romance,https://image.tmdb.org/t/p/original/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg,8,0.197753833
1/15/1943 0:00,Shadow of a Doubt,bored teen santa rosa california charlotte charlie newton frustrated seems happening life family receives wonderful news uncle named charlie oakley arriving visit uncle charlie seems ,14.704,710,7.6,en,Crime Thriller,https://image.tmdb.org/t/p/original/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,8,0.162589414
3/5/1943 0:00,Frankenstein Meets the Wolf Man,grave robbers grave wolf awaken idea immortal killing people moon full tries find frankenstein hopes doctor cure frankenstein died monster found ,13.665,134,6.3,en,Horror,https://image.tmdb.org/t/p/original/8utwiIlCTjd00lujS4Fx2QKnf1I.jpg,8,0.047619048
7/12/1943 0:00,For Whom the Bell Tolls,spain place action robert jordan civil going jordanâ joined side appeals idealists eraâ given risk assignment mountains awaits time blow crucial bridge order halt enemy progress ,16.957,132,6.7,en,Drama History Romance Thriller Adventure War,https://image.tmdb.org/t/p/original/3eSHq23nr1s1M6BQmTthNmdAHiY.jpg,8,0.53699956
7/16/1943 0:00,Batman,japanese master daka operates covert espionage sabotage organization located gotham city deserted tokyo turns scientists pliable zombies great crime fighters batman robin help allies pursuit ,13.818,28,6.6,en,Action Adventure Crime Science Fiction Thriller War,https://image.tmdb.org/t/p/original/hyrAiphvDoBRJ6BPy4lLFVwZfQu.jpg,8,0.535741301
1/28/1944 0:00,Lifeboat,world group survivors stranded lifeboat ship traveling destroyed german boat ,19.471,310,7.4,en,War,https://image.tmdb.org/t/p/original/9ulcNZ4iUna8vy6WK78K581KXeO.jpg,8,0.081743085
6/14/1944 0:00,Double Indemnity,rich woman calculating insurance agent plot kill unsuspecting husband signs double indemnity policy backdrop distinctly californian settings partners crime plan perfect murder collect insurance pays double death accidental ,15.874,1314,8.2,en,Crime Drama Mystery Thriller,https://image.tmdb.org/t/p/original/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,8,0.302143532
7/21/1944 0:00,The Three Caballeros,donald birthday receives gifts gifts movie projector book pinata take donald wild adventures mexico south america ,20.605,531,6.4,en,Animation Family Music,https://image.tmdb.org/t/p/original/nMfScRxw9wVLoO7LiEjziFAKLSK.jpg,8,0.267726484
3/1/1945 0:00,The Picture of Dorian Gray,posing portrait dorian gray talks lord henry wotton says pursue sensual longings laments young taken idea dorian imagines scenario painting stays youthful wish comes boyish looks indulges whim stunning revelation forces become dorian faces dangerous questions ,19.53,184,7.1,en,Drama Fantasy Thriller Horror,https://image.tmdb.org/t/p/original/38tqApXB6s1fR0z41Sv4p22LtwX.jpg,8,0.302775918
11/29/1945 0:00,The Lost Weekend,birnam time alcoholic sober days appears worst craving become insidious evading country weekend planned brother girlfriend begins bender ,14.793,415,7.7,en,Drama,https://image.tmdb.org/t/p/original/yL6EJxPeYIcB9TChm56lHqXKzHC.jpg,8,0.09193507
8/21/1946 0:00,Notorious,order help bring nazis justice government agent devlin recruits alicia huberman daughter convicted german criminal begin fall alicia instructed affections alexander sebastian nazi hiding brazil sebastian becomes serious relationship alicia stakes higher devlin watch slip further undercover ,14.89,1162,7.8,en,Thriller Romance Mystery,https://image.tmdb.org/t/p/original/yUjKnpColooH88BFQJwwgNOQ56N.jpg,8,0.234916526
8/23/1946 0:00,The Big Sleep,private investigator philip marlowe hired wealthy general sternwood regarding matter involving youngest daughter carmen complex case marlowe sees murder blackmail deception love ,13.645,748,7.7,en,Crime Mystery Thriller,https://image.tmdb.org/t/p/original/pZUBI77RMu652QmtWL9RBWF1uO6.jpg,8,0.210208462
8/28/1946 0:00,The Killers,walk diner asking called swede killers find swede expecting fight swede life insurance policy investigator hunch decides look murder swede laid bare comes light love beautiful woman lured pulling bank robbery overseen ,16.554,271,7.4,en,Crime Mystery Thriller,https://image.tmdb.org/t/p/original/uXnuc6pW01s1MDwb6QwBWg2JQeX.jpg,8,0.210208462
10/17/1946 0:00,My Darling Clementine,wyatt earp brothers morgan virgil ride tombstone leave brother james charge cattle herd return find cattle stolen james dead wyatt takes town marshal making brothers deputies vows stay tombstone james killers found runs brooding coughing drinking holliday sullen vicious clanton clan wyatt discovers owner trinket stolen james dead body stage earps awaited revenge ,14.884,283,7.5,en,Western,https://image.tmdb.org/t/p/original/hNRPIgWfx5EVG1DtNSFZGEnF6AJ.jpg,8,0.094645838
10/29/1946 0:00,Beauty and the Beast,story gentle hearted beast love simple beautiful girl drawn repellent strangely fascinating beast tests fidelity giving telling return specific time grief unable return time revealed beast genuinely handsome simple tale tragic love turns surreal vision death desire beauty ,19.024,449,7.5,fr,Drama Fantasy Romance,https://image.tmdb.org/t/p/original/8asbxUhxKAbinFQimQZvHQMwojd.jpg,14,0.279496917
11/12/1946 0:00,Song of the South,uncle remus draws tales rabbit help johnny deal confusion parents separation life plantation ,14.261,207,6.5,en,Family Music,https://image.tmdb.org/t/p/original/aLjwHjAkT3pl8VCk4TJqvGwmv2F.jpg,8,0.185983399
12/20/1946 0:00,It's a Wonderful Life,holiday favourite generations george bailey spent entire life giving people bedford falls prevents rich skinflint potter taking entire town george modest building loan company christmas business lost george troubles begin ,43.311,3236,8.3,en,Drama Family Fantasy,https://image.tmdb.org/t/p/original/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,8,0.268423569
12/26/1946 0:00,Great Expectations,dickens adaptation orphan discovers lawyer jaggers mysterious benefactor wishes ensure becomes gentleman reunited childhood patron miss havisham love beautiful emotionally cold estella discovers elderly spinster gone altar young woman made charge warped unfeeling heartbreaker ,21.966,220,7.3,en,Romance Drama,https://image.tmdb.org/t/p/original/ynaFuVvW2jaG06pMV67dOhzMYfJ.jpg,8,0.197753833
5/26/1947 0:00,Black Narcissus,group anglican nuns sister clodagh sent mountain himalayas climate region hostile nuns housed palace work establish school hospital slowly focus shifts sister ruth falls government worker dean begins question celibacy sister ruth obsesses dean sister clodagh becomes immersed memories love ,13.379,330,7.7,en,Drama,https://image.tmdb.org/t/p/original/37TXnILqURzYqpFjLY5qzLgEF0n.jpg,8,0.09193507
6/11/1947 0:00,Miracle on 34th Street,kris kringle seemingly embodiment santa claus asked portray jolly fellow macy performance thanksgiving parade portrayal complete begin question truly santa claus others question sanity ,16.185,517,7.4,en,Comedy Drama Family,https://image.tmdb.org/t/p/original/qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg,8,0.280996537
9/27/1947 0:00,Fun and Fancy Free,jiminy cricket hosts disney animated shorts œbongo circus bear escaping wild œmickey beanstalk take famous fairy tale ,17.483,320,6.3,en,Animation Family Music,https://image.tmdb.org/t/p/original/pSliP76Jl1mF2GDWfsOE17aG7G0.jpg,8,0.267726484
10/9/1947 0:00,Nightmare Alley,stanton carlisle joins seedy carnival working mademoiselle zeena alcoholic husband pete ,17.521,133,7.2,en,Drama Crime,https://image.tmdb.org/t/p/original/hIm8BzfeXqtb1vM392EvQZ3XnwX.jpg,8,0.173045769
12/23/1947 0:00,"Â¡A Volar, Joven!",cantinflas private military know discipline rules wants think girlfriend maid opulent hacienda owner hacienda ugly daughter love cantinflas problems arrive family arranges wedding ugly girl cantinflas order avoid commitment gets arrested punishment cantinflas learns silly poorly trained flight instructor ,13.703,83,7.9,es,Comedy,https://image.tmdb.org/t/p/original/jBpdzGGyjltXN3aoBJU8OWG7Y8x.jpg,9,0.094316053
1/15/1948 0:00,The Treasure of the Sierra Madre,fred dobbs curtin luck tampico mexico meet grizzled prospector named howard decide join search gold wilds central mexico enormous difficulties eventually succeed finding gold bandits elements especially greed threaten turn success disaster ,20.175,850,8,en,Adventure Drama Western,https://image.tmdb.org/t/p/original/58PUObt4eQTczaevgxJT8iGKoMa.jpg,8,0.281195124
3/11/1948 0:00,Rope,attempt prove committed perfect crime hosting dinner party strangling former classmate death ,13.974,2000,8,en,Crime Drama Thriller,https://image.tmdb.org/t/p/original/j6jYX3IO49Z1U20sViIEsQfAI10.jpg,8,0.254524484
5/27/1948 0:00,Melody Time,grand tradition disney great musical classics melody time features seven timeless stories enhanced spirited music unforgettable characters disney favorite donald duck puts display jazzy antics star blame samba music becomes adventure busy bumble bumble boogie cheer mischievous young tugboat toot root heroes legend myth johnny appleseed pecos bill toes clap hands witty feast eyes ears ,14.168,202,6.2,en,Music Family Animation Comedy,https://image.tmdb.org/t/p/original/aLij9PB33f4PscrJqin03TlnZtv.jpg,8,0.362042537
6/14/1948 0:00,Fort Apache,john ford sombre exploration mythology heroes slowly reveals character owen thursday sees posting desolate fort apache chance claim military honour believes rightfully arrogant obsessed military form ultimately self destructive thursday attempts destroy apache chief cochise luring border mexico advice subordinates ,17.634,251,7,en,Western,https://image.tmdb.org/t/p/original/yQPZMwZhtqxmcLxbfMRSu0E43sW.jpg,8,0.094645838
